RefSeqGeneName	TadaGeneName	ExomeMutRate	dnLoF	caseLoF	ctrlLoF	transLoF	ntransLoF	dnMis3	caseMis3	ctrlMis3	transMis3	ntransMis3	SmallDelMutRate	dnSmallDel	tadaFdrAscSscExomeSscAgpSmallDel	65genes_tadaFdrAscSscExomeSscAgpSmallDel	tadaFdrAscSscExome	59genes_tadaFdrAscSscExome	tadaFdrAscExome	tadaFdrSscExome													
NSMF	NELF	2.22E-05	0	0	0	0	0	0	3	15	3	1	1.93E-07	0	0.930486969	0	0.928873892	0	0.93839866	1													
RBM47	RBM47	4.28E-05	0	0	1	1	0	0	1	12	3	3	4.45E-07	0	0.930490717	0	0.924252005	0	0.890293526	0.942725263													
MRPL48	MRPL48	7.10E-06	0	0	2	0	0	0	0	3	1	0	3.24E-07	0	0.930494466	0	0.926664957	0	0.924265135	0.903090241													
NEK2	NEK2	1.76E-05	0	2	6	1	0	0	1	13	4	1	2.02E-07	0	0.930498213	0	0.928767641	0	0.916999284	0.857386792													
SH2B3	SH2B3	2.09E-05	0	0	0	0	0	0	10	21	5	5	2.72E-07	0	0.930501961	0	0.927661108	0	0.937807539	0.929419934													
CCDC64	CCDC64	1.98E-05	0	0	1	0	0	0	3	10	2	2	4.02E-07	0	0.930505707	0	0.925213432	0	0.910646608	0.928293714													
LILRB1	LILRB1	3.12E-05	0	1	5	2	0	0	2	7	5	4	2.15E-07	0	0.930509454	0	0.928587285	0	0.908103712	0.945443907													
KCNIP1	KCNIP1	1.02E-05	0	0	0	0	0	0	1	2	1	0	9.51E-07	0	0.930513199	0	0.908817124	0	0.927747728	0.911916915													
ATOH8	ATOH8	2.20E-05	0	0	0	0	0	0	0	1	0	0	2.13E-07	0	0.930516945	0	0.928635239	0	0.938248198	0.930476701													
NDUFV2	NDUFV2	8.53E-06	0	0	1	0	1	0	1	3	2	3	2.32E-07	0	0.93052069	0	0.928327737	0	0.926626846	0.907366048													
HIST3H2BB	HIST3H2BB	9.42E-06	0	0	2	0	0	0	0	1	0	0	1.80E-07	0	0.930524434	0	0.929088945	0	0.927731065	0.909627155													
C3orf33	C3orf33	8.48E-06	0	0	2	0	0	0	0	4	0	2	2.47E-07	0	0.930528178	0	0.928099695	0	0.926142167	0.832853874													
LHX5	LHX5	2.23E-05	0	0	0	0	0	0	1	0	0	0	1.95E-07	0	0.930531922	0	0.928903141	0	0.938393395	0.930707257													
KRT18	KRT18	2.25E-05	0	0	0	0	0	0	0	1	0	0	1.84E-07	0	0.930535665	0	0.929048965	0	0.938482781	0.930948217													
C15orf43	C15orf43	8.69E-06	0	0	1	0	1	0	0	0	0	0	2.25E-07	0	0.930539409	0	0.928491142	0	0.928086767	0.940898188													
TAS2R16	TAS2R16	9.56E-06	0	0	2	0	0	0	1	4	0	1	1.74E-07	0	0.930543152	0	0.929197744	0	0.927909584	0.909984983													
PRPF19	PRPF19	2.22E-05	0	0	0	0	0	0	1	0	0	0	2.03E-07	0	0.930546894	0	0.928822644	0	0.93836178	0.930642549													
P4HA1	P4HA1	1.95E-05	0	0	0	0	0	0	2	6	0	3	3.73E-07	0	0.930550636	0	0.925901707	0	0.936856323	0.927955251													
FUT5	FUT5	2.36E-05	0	0	1	0	0	0	1	3	1	0	1.75E-07	0	0.930554378	0	0.92921222	0	0.913342229	0.931886304													
NKX2-1	NKX2-1	2.25E-05	0	0	0	0	0	0	1	4	0	0	1.86E-07	0	0.93055812	0	0.92907078	0	0.938469656	0.930887423													
POTED	POTED	2.13E-05	0	0	0	0	0	0	0	0	0	0	2.57E-07	0	0.930561861	0	0.928013267	0	0.938377593	1													
NPTX1	NPTX1	2.29E-05	0	0	0	0	0	0	0	4	4	10	1.62E-07	0	0.930565601	0	0.929392609	0	0.938681414	0.931278024													
TMEM151B	TMEM151B	2.26E-05	0	0	0	0	0	0	0	0	0	0	1.77E-07	0	0.930569341	0	0.92918326	0	0.938950814	1													
CENPM	CENPM	9.42E-06	0	0	2	0	0	0	0	1	1	5	1.86E-07	0	0.93057308	0	0.929078047	0	0.927681011	0.90961114													
CTU2	CTU2	2.60E-05	0	3	4	1	3	0	5	37	11	10	1.58E-07	0	0.930576819	0	0.929450117	0	0.912507285	0.868230853													
ANKRD7	ANKRD7	8.99E-06	0	0	2	0	0	0	3	8	0	0	2.10E-07	0	0.930580558	0	0.928763971	0	0.927264043	0.891329944													
TACR1	TACR1	1.92E-05	0	0	0	0	0	0	2	5	1	0	3.89E-07	0	0.930584296	0	0.925596496	0	0.93674951	0.93720687													
CYTH3	CYTH3	1.95E-05	0	0	0	0	0	0	2	8	0	0	3.74E-07	0	0.930588033	0	0.925925983	0	0.936850714	0.927903832													
EXOSC10	EXOSC10	3.88E-05	0	1	2	3	4	0	6	8	2	11	2.38E-07	0	0.93059177	0	0.92834263	0	0.902209002	0.917669043													
IL3RA	IL3RA	2.19E-05	0	0	1	0	0	0	0	0	0	0	2.81E-07	0	0.930595507	0	0.927638244	0	0.912826256	0.940256475													
A1BG	A1BG	2.36E-05	0	0	1	0	0	0	0	4	7	3	1.82E-07	0	0.930599243	0	0.92914339	0	0.913235336	0.938734214													
CEP68	CEP68	3.14E-05	0	1	2	0	0	0	0	15	2	3	1.99E-07	0	0.930602978	0	0.928914102	0	0.908659704	0.936829269													
SDF2	SDF2	9.38E-06	0	0	2	0	0	0	1	12	1	1	2.00E-07	0	0.930606713	0	0.928910449	0	0.927327688	0.909555013													
ABHD16A	ABHD16A	2.25E-05	0	0	0	0	0	0	3	9	1	0	1.85E-07	0	0.930610448	0	0.929117993	0	0.938545683	0.938398173													
ARL15	ARL15	7.17E-06	0	0	0	0	0	0	0	1	0	0	1.16E-06	0	0.930614181	0	0.898645965	0	0.923054917	0.928634158													
CCDC70	CCDC70	9.65E-06	0	0	2	0	0	0	0	2	2	3	1.71E-07	0	0.930617915	0	0.929309767	0	0.928140073	0.83731661													
ZBTB43	ZBTB43	2.17E-05	0	0	0	0	0	0	1	1	1	0	2.38E-07	0	0.930621648	0	0.928379826	0	0.938166008	0.930273414													
RNF32	RNF32	1.46E-05	0	1	10	5	1	0	1	2	4	6	2.14E-07	0	0.93062538	0	0.928723569	0	0.920764446	0.874570782													
GNAI2	GNAI2	2.16E-05	0	0	0	0	0	0	0	1	0	1	2.48E-07	0	0.930629113	0	0.928227021	0	0.938059563	0.747953973													
CCDC176	C14orf45	1.56E-05	0	1	1	0	2	0	3	11	0	2	2.60E-07	0	0.930632844	0	0.928062147	0	0.917106633	1													
WNT1	WNT1	2.26E-05	0	0	0	0	0	0	1	2	0	1	1.84E-07	0	0.930636576	0	0.929150642	0	0.93855615	0.931005664													
MRPL18	MRPL18	9.52E-06	0	0	1	0	1	0	0	5	1	4	1.90E-07	0	0.930640306	0	0.929085312	0	0.927622484	0.836674333													
GAL3ST2	GAL3ST2	1.61E-05	0	1	1	0	2	0	4	6	3	0	2.29E-07	0	0.930644036	0	0.928524456	0	0.917999628	0.92363872													
WBSCR16	WBSCR16	2.09E-05	0	0	0	0	0	0	1	1	0	0	2.89E-07	0	0.930647766	0	0.92753895	0	0.937691345	0.937873713													
LCN15	LCN15	9.56E-06	0	0	2	0	0	0	0	2	2	0	1.78E-07	0	0.930651495	0	0.929233922	0	0.928012758	0.909953369													
DYNC1LI1	DYNC1LI1	2.14E-05	0	0	0	0	0	0	4	8	3	3	2.54E-07	0	0.930655223	0	0.928129704	0	0.938072893	0.929981587													
RNF185	RNF185	8.06E-06	0	0	2	0	0	0	2	5	0	0	2.74E-07	0	0.930658951	0	0.927824464	0	0.925855657	0.830893749													
ADTRP	ADTRP	9.18E-06	0	0	2	0	0	0	0	2	0	0	2.06E-07	0	0.930662679	0	0.928866575	0	0.927386937	0.908929807													
CAPRIN1	CAPRIN1	2.97E-05	0	1	2	0	0	0	1	8	4	0	2.75E-07	0	0.930666406	0	0.927813098	0	0.907738944	0.881077762													
GINS1	GINS1	8.28E-06	0	0	0	0	2	0	1	4	1	2	2.62E-07	0	0.930670133	0	0.928065904	0	0.926173302	0.906643628													
MSANTD2	MSANTD2	2.19E-05	0	0	0	0	0	0	0	1	0	0	2.31E-07	0	0.930673859	0	0.928531854	0	0.938227008	0.871440912													
GRXCR2	GRXCR2	9.79E-06	0	0	2	0	0	0	2	17	2	3	1.83E-07	0	0.930677585	0	0.929204983	0	0.927693534	0.916844635													
SERGEF	SERGEF	1.54E-05	0	4	12	3	0	0	0	8	3	5	6.39E-07	0	0.930681311	0	0.919826884	0	0.90793013	0.946278595													
FOXJ2	FOXJ2	2.25E-05	0	0	0	0	0	0	2	10	4	4	1.87E-07	0	0.930685036	0	0.929139763	0	0.938587524	0.930945022													
CTTNBP2NL	CTTNBP2NL	2.23E-05	0	0	1	0	0	0	5	7	0	3	2.60E-07	0	0.93068876	0	0.928092188	0	0.912514566	0.930749213													
TFEB	TFEB	2.21E-05	0	0	0	0	0	0	3	12	6	2	2.14E-07	0	0.930692484	0	0.928785985	0	0.938364416	0.930564652													
XRCC6BP1	XRCC6BP1	1.07E-05	0	0	5	2	0	0	0	2	0	2	1.99E-07	0	0.930696208	0	0.929023495	0	0.92621771	0.931959616													
TIGD1	TIGD1	2.27E-05	0	0	0	0	0	0	0	0	0	0	1.79E-07	0	0.930699931	0	0.92926645	0	0.939012601	1													
CDC37	CDC37	2.24E-05	0	0	0	0	0	0	2	9	1	2	2.02E-07	0	0.930703654	0	0.928976141	0	0.938414452	0.930807176													
SURF6	SURF6	2.39E-05	0	0	1	0	0	0	2	17	7	14	1.76E-07	0	0.930707376	0	0.929338608	0	0.913370683	0.932144864													
RBFOX3	RBFOX3	1.24E-05	0	0	0	0	0	0	0	0	0	0	8.25E-07	0	0.930711097	0	0.914585386	0	0.931817061	1													
METTL6	METTL6	9.13E-06	0	0	1	0	1	0	1	0	1	0	2.12E-07	0	0.930714818	0	0.928855598	0	0.927378482	0.908764947													
ANAPC7	ANAPC7	2.28E-05	0	0	0	0	1	0	0	1	0	0	2.37E-07	0	0.930718539	0	0.928483734	0	0.912717825	0.931129613													
MEX3D	MEX3D	2.24E-05	0	0	0	0	0	0	1	5	0	0	2.03E-07	0	0.930722258	0	0.928968849	0	0.938422345	1													
TMED4	TMED4	9.74E-06	0	0	0	0	2	0	4	3	3	1	1.84E-07	0	0.930725978	0	0.929223072	0	0.927781018	0.910601591													
URI1	URI1	2.09E-05	0	0	1	0	0	0	0	3	0	0	3.57E-07	0	0.930729696	0	0.926371564	0	0.911285005	0.922218227													
NCR2	NCR2	9.47E-06	0	0	2	0	0	0	3	7	2	2	1.85E-07	0	0.930733414	0	0.929208601	0	0.928020992	0.909762889													
DBNDD1	DBNDD1	9.41E-06	0	0	2	0	0	0	4	10	3	2	1.89E-07	0	0.930737132	0	0.929154268	0	0.927967416	0.909603128													
C10orf11	C10orf11	8.37E-06	0	0	1	1	0	0	0	2	1	0	2.61E-06	0	0.930740849	0	0.844473283	0	0.859225073	0.906918961													
C2CD5	KIAA0528	3.57E-05	0	2	2	0	1	0	4	16	8	12	3.84E-07	0	0.930744566	0	0.925913847	0	0.899803015	1													
ZNF131	ZNF131	2.11E-05	0	0	0	0	0	0	3	8	1	1	2.80E-07	0	0.930748282	0	0.927816888	0	0.937839868	0.929563476													
COL2A1	COL2A1	6.50E-05	0	0	0	1	0	0	6	23	7	5	1.87E-07	0	0.930751998	0	0.929201363	0	0.884652147	0.943689426													
STX7	STX7	8.85E-06	0	0	2	0	0	0	1	1	0	1	2.31E-07	0	0.930755714	0	0.928605738	0	0.926990561	0.90817168													
ZCCHC17	ZCCHC17	7.56E-06	0	0	2	0	0	0	0	0	0	0	3.12E-07	0	0.93075943	0	0.927269893	0	0.926500003	0.90439542													
MBOAT7	MBOAT7	2.25E-05	0	0	0	0	0	0	4	5	3	5	1.95E-07	0	0.930763145	0	0.929110734	0	0.938540448	0.872092606													
S1PR2	S1PR2	2.35E-05	0	0	1	0	0	0	1	10	3	2	1.95E-07	0	0.930766859	0	0.929125251	0	0.913271001	0.931797392													
ESX1	ESX1	2.26E-05	0	0	0	0	0	0	0	0	0	0	1.90E-07	0	0.930770574	0	0.929179637	0	0.938963701	0.872426225													
S1PR4	S1PR4	2.27E-05	0	0	0	0	0	0	4	13	5	3	1.80E-07	0	0.930774288	0	0.929345813	0	0.938694428	0.931113762													
NPY4R	PPYR1	1.69E-05	0	1	3	0	0	0	7	22	0	2	1.87E-07	0	0.930778001	0	0.929241153	0	0.919547545	1													
IQCG	IQCG	1.67E-05	0	3	6	0	0	0	1	8	5	4	2.76E-07	0	0.930781714	0	0.927922796	0	0.915599181	0.940607233													
GNB1	GNB1	1.93E-05	0	0	0	0	0	0	0	3	0	0	4.02E-07	0	0.930785426	0	0.92562921	0	0.936681783	1													
CCDC42	CCDC42	1.67E-05	0	0	3	1	0	0	2	13	4	2	1.91E-07	0	0.930789137	0	0.929190503	0	0.919599376	0.927394054													
CSNK1G1	CSNK1G1	1.60E-05	0	0	0	0	0	0	4	5	3	1	6.11E-07	0	0.930792849	0	0.920655469	0	0.934122447	0.935578203													
OR5K2	OR5K2	9.86E-06	0	0	1	0	1	0	1	4	0	5	1.78E-07	0	0.930796559	0	0.929374618	0	0.928078555	0.910976727													
SENP2	SENP2	2.15E-05	0	0	0	0	0	0	0	3	0	2	2.68E-07	0	0.930800269	0	0.928077171	0	0.937949978	0.930041596													
PGM2L1	PGM2L1	2.21E-05	0	0	1	0	0	0	1	6	1	0	2.84E-07	0	0.930803978	0	0.927805518	0	0.912236766	0.938273715													
TAS2R13	TAS2R13	9.68E-06	0	0	2	0	0	0	2	2	1	0	1.82E-07	0	0.930807687	0	0.9293314	0	0.928152357	0.931072496													
SAMD14	SAMD14	2.24E-05	0	0	0	0	0	0	2	10	3	0	2.02E-07	0	0.930811395	0	0.929045327	0	0.9384959	0.93082646													
BTLA	BTLA	9.09E-06	0	0	2	0	0	0	0	4	1	0	2.20E-07	0	0.930815103	0	0.928807986	0	0.927310734	1													
CHMP3	CHMP3	7.78E-06	0	0	2	0	0	0	0	0	0	0	3.00E-07	0	0.930818811	0	0.927531298	0	0.92681372	0.8887865													
SPTLC2	SPTLC2	2.08E-05	0	0	0	0	0	0	0	3	1	0	3.07E-07	0	0.930822517	0	0.92742395	0	0.937658815	0.937868953													
PI4K2A	PI4K2A	2.22E-05	0	0	0	0	0	0	0	4	0	3	2.31E-07	0	0.930826224	0	0.928686792	0	0.938234956	0.930639309													
CALCR	CALCR	2.01E-05	0	2	3	0	1	0	7	14	2	1	4.46E-07	0	0.93082993	0	0.924724116	0	0.909973285	0.928577187													
SLC11A1	SLC11A1	3.12E-05	0	0	2	1	0	0	7	25	5	6	1.88E-07	0	0.930833636	0	0.929259224	0	0.909334581	0.645642118													
MYBL1	MYBL1	2.22E-05	0	0	1	0	0	0	3	4	1	0	2.80E-07	0	0.930837341	0	0.927911466	0	0.912324741	0.938308982													
PDE7A	PDE7A	1.91E-05	0	0	0	0	0	0	1	9	2	1	4.14E-07	0	0.930841046	0	0.925440587	0	0.936613862	0.866194366													
NUFIP1	NUFIP1	2.13E-05	0	0	0	0	0	0	2	16	3	3	2.83E-07	0	0.93084475	0	0.927873669	0	0.937821015	0.94301883													
REL	REL	2.15E-05	0	0	0	0	0	0	0	2	2	0	2.65E-07	0	0.930848454	0	0.928178403	0	0.938038218	0.930008278													
NBR1	NBR1	3.15E-05	0	1	2	0	0	0	5	12	12	4	2.36E-07	0	0.930852157	0	0.928646292	0	0.907913549	0.940791672													
FAM19A2	FAM19A2	4.86E-06	0	0	0	0	0	0	2	6	1	3	1.32E-06	0	0.93085586	0	0.889409657	0	0.919058896	0.896158964													
SMOC1	SMOC1	2.11E-05	0	0	1	0	0	0	5	15	4	1	3.44E-07	0	0.930859562	0	0.926786981	0	0.911711879	0.882008585													
LPCAT2	LPCAT2	2.29E-05	0	1	4	1	0	0	4	20	0	5	3.18E-07	0	0.930863265	0	0.927285337	0	0.911239759	0.943244586													
TMEM186	TMEM186	1.00E-05	0	0	2	0	0	0	3	3	4	3	1.72E-07	0	0.930866967	0	0.929514682	0	0.928469444	0.775254901													
RASGEF1A	RASGEF1A	2.12E-05	0	0	0	0	0	0	1	3	0	1	2.87E-07	0	0.930870668	0	0.927850969	0	0.93784256	0.870202258													
APOBEC3A	APOBEC3A	9.71E-06	0	0	2	0	0	0	0	1	0	0	1.87E-07	0	0.930874369	0	0.92934221	0	0.928127782	1													
NFKBIZ	NFKBIZ	2.30E-05	0	0	0	0	1	0	0	9	3	4	2.39E-07	0	0.930878069	0	0.928616805	0	0.912790153	0.883663719													
PRPF40B	PRPF40B	3.89E-05	0	0	3	2	0	0	2	20	7	9	2.15E-07	0	0.930881769	0	0.928946963	0	0.903610278	0.939351795													
TSR1	TSR1	3.16E-05	0	0	2	3	3	0	10	29	9	10	2.03E-07	0	0.930885468	0	0.929103473	0	0.908869946	0.920981663													
TMEM91	TMEM91	9.36E-06	0	0	2	0	0	0	0	2	0	2	2.12E-07	0	0.930889167	0	0.928998007	0	0.927538621	0.909522891													
MAOA	MAOA	2.12E-05	0	0	1	0	0	0	0	1	0	0	3.49E-07	0	0.930892865	0	0.926731936	0	0.911547737	0.929678981													
LPPR3	LPPR3	2.38E-05	0	0	1	0	0	0	0	1	0	0	1.88E-07	0	0.930896564	0	0.929349415	0	0.913420426	0.93203878													
CNOT6	CNOT6	2.05E-05	0	0	0	0	0	0	0	4	0	1	3.38E-07	0	0.930900261	0	0.926994388	0	0.937375015	0.928990411													
PGD	PGD	2.24E-05	0	0	0	0	0	0	2	2	3	1	2.18E-07	0	0.930903959	0	0.928936013	0	0.938396027	0.871958406													
BACE1	BACE1	2.23E-05	0	0	0	0	0	0	2	8	4	4	2.15E-07	0	0.930907655	0	0.928983431	0	0.938464404	0.92428172													
WARS	WARS	2.19E-05	0	0	0	0	0	0	0	1	1	1	2.45E-07	0	0.930911352	0	0.928550343	0	0.938250845	0.871508715													
ARIH2	ARIH2	2.07E-05	0	0	0	0	0	0	2	4	0	0	3.19E-07	0	0.930915047	0	0.927331614	0	0.93762081	1													
SLC1A3	SLC1A3	2.28E-05	0	0	1	0	0	0	0	3	2	0	2.48E-07	0	0.930918742	0	0.928517056	0	0.912804599	0.931180248													
CYP21A2	CYP21A2	2.16E-05	0	0	0	0	0	0	3	2	0	0	2.64E-07	0	0.930922437	0	0.928275556	0	0.938080888	0.930101448													
ADORA2A	ADORA2A	2.27E-05	0	0	0	0	0	0	0	9	1	2	2.10E-07	0	0.930926131	0	0.929067145	0	0.93841182	0.931075673													
NPBWR2	NPBWR2	2.29E-05	0	0	0	0	0	0	4	18	5	3	1.76E-07	0	0.930929825	0	0.929525431	0	0.93877498	0.93124023													
ATF7	ATF7	1.96E-05	0	0	0	0	0	0	3	7	8	1	4.20E-07	0	0.930933518	0	0.925457037	0	0.936420304	0.928068661													
HLA-B	HLA-B	2.45E-05	0	0	1	0	0	0	0	8	0	0	1.58E-07	0	0.93093721	0	0.929789353	0	0.913703364	0.932558276													
INHBB	INHBB	2.29E-05	0	0	0	0	0	0	1	5	0	1	1.88E-07	0	0.930940903	0	0.929378216	0	0.938639726	0.931249685													
WDR13	WDR13	2.27E-05	0	0	0	0	0	0	0	0	0	0	1.95E-07	0	0.930944594	0	0.929262838	0	0.939028023	0.931116933													
FUT11	FUT11	3.15E-05	0	1	2	0	0	0	6	20	2	2	1.82E-07	0	0.930948285	0	0.929460887	0	0.90952508	0.940789452													
PICK1	PICK1	2.36E-05	0	0	1	0	0	0	3	15	1	1	2.06E-07	0	0.930951976	0	0.929121623	0	0.913242471	0.931867938													
FANK1	FANK1	1.42E-05	0	1	3	0	0	0	1	14	7	4	3.55E-07	0	0.930955666	0	0.926684673	0	0.915545996	0.89769129													
SLFN12L	SLFN12L	2.29E-05	0	0	0	0	0	0	0	0	0	0	1.84E-07	0	0.930959356	0	0.929439343	0	0.939076813	1													
ELANE	ELANE	2.29E-05	0	0	0	0	0	0	0	3	2	0	1.85E-07	0	0.930963045	0	0.929417781	0	0.938717838	0.931293752													
LAMP1	LAMP1	2.23E-05	0	0	0	0	0	0	0	7	3	1	2.22E-07	0	0.930966734	0	0.928928711	0	0.938432867	0.930774995													
ACAD8	ACAD8	1.82E-05	0	1	5	2	1	0	1	9	4	3	1.96E-07	0	0.930970422	0	0.929288116	0	0.918145686	0.858893595													
NTRK1	NTRK1	3.82E-05	0	1	3	1	0	0	4	20	6	9	2.57E-07	0	0.93097411	0	0.928431827	0	0.903016596	0.939154701													
C2CD2	C2CD2	3.18E-05	0	0	2	1	0	0	2	14	4	9	1.79E-07	0	0.930977797	0	0.929503929	0	0.909453772	0.940849377													
SNIP1	SNIP1	2.35E-05	0	0	1	0	0	0	0	7	2	3	2.15E-07	0	0.930981484	0	0.929041689	0	0.913149592	0.931788174													
OCSTAMP	C20orf123	2.31E-05	0	0	0	0	0	0	0	0	0	0	1.73E-07	0	0.930985171	0	0.929614854	0	0.939156246	1													
RFX5	RFX5	2.42E-05	0	0	1	0	0	0	2	17	2	3	1.83E-07	0	0.930988857	0	0.929489586	0	0.913413323	0.874422255													
PJA2	PJA2	2.19E-05	0	0	1	0	0	0	3	6	4	3	3.09E-07	0	0.930992543	0	0.927607731	0	0.912082308	0.938188908													
ZNF878	ZNF878	1.70E-05	0	1	3	0	0	0	0	1	0	0	1.93E-07	0	0.930996229	0	0.929367419	0	0.919919608	0.914884842													
RNMTL1	RNMTL1	2.28E-05	0	0	0	0	0	0	3	18	2	0	1.99E-07	0	0.930999914	0	0.929280896	0	0.938582298	0.938494133													
PRMT1	PRMT1	2.28E-05	0	0	0	0	0	0	0	1	0	0	1.97E-07	0	0.931003598	0	0.929302551	0	0.938613639	0.872581079													
WDR66	WDR66	4.49E-05	0	2	2	1	2	0	3	12	3	2	3.41E-07	0	0.931007282	0	0.927060578	0	0.893553138	0.93940205													
AMIGO2	AMIGO2	2.32E-05	0	0	0	0	0	0	0	2	0	0	1.74E-07	0	0.931010966	0	0.929629137	0	0.938762004	0.931462962													
MESDC1	MESDC1	2.30E-05	0	0	0	0	0	0	0	5	1	1	1.87E-07	0	0.931014649	0	0.929453708	0	0.938670999	1													
TMEM87A	TMEM87A	2.09E-05	0	0	0	0	0	0	6	10	3	4	3.10E-07	0	0.931018331	0	0.927619178	0	0.937761668	0.940041019													
BARHL1	BARHL1	2.39E-05	0	0	1	0	0	0	0	1	0	1	1.90E-07	0	0.931022013	0	0.92941059	0	0.913441729	1													
MPG	MPG	1.70E-05	0	1	1	0	2	0	2	15	9	7	1.83E-07	0	0.931025695	0	0.929507514	0	0.9202922	0.883011797													
LEF1	LEF1	1.89E-05	0	0	0	0	0	0	5	11	1	4	4.35E-07	0	0.931029377	0	0.925292108	0	0.936579824	0.929780351													
CAMKV	CAMKV	2.28E-05	0	0	0	0	0	0	1	4	4	1	1.99E-07	0	0.931033058	0	0.929327796	0	0.93863451	0.694886037													
KBTBD2	KBTBD2	2.25E-05	0	0	0	0	0	0	2	7	3	7	2.15E-07	0	0.931036739	0	0.929114364	0	0.93853783	0.930903439													
ZSCAN29	ZSCAN29	3.24E-05	0	2	4	1	1	0	8	26	13	8	1.90E-07	0	0.931040421	0	0.929464476	0	0.909022783	0.88345325													
PCSK6	PCSK6	3.81E-05	0	1	1	1	2	0	8	22	7	12	2.58E-07	0	0.931044101	0	0.928528155	0	0.903309941	1													
HTR1B	HTR1B	2.32E-05	0	0	0	0	0	0	1	2	1	1	1.74E-07	0	0.931047781	0	0.929675512	0	0.938816457	0.931478562													
PCYOX1L	PCYOX1L	2.29E-05	0	0	0	0	0	0	0	9	3	5	2.01E-07	0	0.931051461	0	0.929313373	0	0.938624076	0.93130004													
FTL	FTL	9.98E-06	0	0	2	0	0	0	0	1	0	0	1.83E-07	0	0.93105514	0	0.929557657	0	0.928574184	0.931337737													
FAM221A	FAM221A	9.83E-06	0	0	2	0	0	0	0	7	0	0	2.01E-07	0	0.931058818	0	0.929320585	0	0.927959163	0.838041404													
RNF169	RNF169	2.15E-05	0	0	1	0	0	0	2	19	3	3	3.55E-07	0	0.931062496	0	0.926849765	0	0.911540258	0.930038267													
CLEC18B	CLEC18B	2.35E-05	0	0	1	0	0	0	0	0	0	0	2.15E-07	0	0.931066173	0	0.929132508	0	0.913879044	0.884168655													
SP5	SP5	2.33E-05	0	0	0	0	0	0	0	4	0	2	1.78E-07	0	0.93106985	0	0.929636276	0	0.93873603	0.9315626													
CCR10	CCR10	2.31E-05	0	0	0	0	0	0	1	0	1	0	1.84E-07	0	0.931073527	0	0.929571966	0	0.938777574	0.931441101													
IFNL2	IL28A	9.96E-06	0	0	2	0	0	0	2	2	0	0	1.83E-07	0	0.931077203	0	0.929586268	0	0.928638409	1													
ATP6V1B2	ATP6V1B2	2.28E-05	0	0	0	0	0	0	0	3	1	0	2.02E-07	0	0.931080878	0	0.929324191	0	0.938631902	0.931158111													
ZCCHC9	ZCCHC9	9.92E-06	0	0	2	0	0	0	1	2	3	1	1.88E-07	0	0.931084553	0	0.929511098	0	0.928533955	1													
POC1B-GALNT4	POC1B-GALNT4	2.34E-05	0	0	0	0	0	0	0	4	0	0	1.70E-07	0	0.931088228	0	0.929778699	0	0.938847522	1													
FAM219B	FAM219B	9.97E-06	0	0	2	0	0	0	0	1	0	0	1.86E-07	0	0.931091902	0	0.929546919	0	0.928562123	0.911263925													
KCNJ11	KCNJ11	2.32E-05	0	0	0	0	0	0	5	12	2	0	1.73E-07	0	0.931095576	0	0.929743158	0	0.938852697	0.931469204													
PODXL	PODXL	2.39E-05	0	0	1	0	0	0	1	14	2	2	2.07E-07	0	0.93109925	0	0.929273674	0	0.913320874	0.932126716													
IRF4	IRF4	2.33E-05	0	0	0	0	0	0	2	7	0	2	1.76E-07	0	0.931102923	0	0.929721813	0	0.938821637	0.931590539													
FEM1C	FEM1C	2.26E-05	0	0	0	0	0	0	2	4	0	1	2.16E-07	0	0.931106595	0	0.929157894	0	0.938574456	0.931002477													
IDH3G	IDH3G	2.30E-05	0	0	0	0	0	0	0	1	0	0	1.93E-07	0	0.931110267	0	0.929486	0	0.938728235	0.925262572													
RENBP	RENBP	2.28E-05	0	0	0	0	0	0	0	1	0	0	2.06E-07	0	0.931113939	0	0.929298943	0	0.938637118	0.941820939													
OSBPL9	OSBPL9	2.63E-05	0	1	5	2	0	0	4	11	3	4	5.57E-07	0	0.93111761	0	0.922723868	0	0.903357035	0.941264934													
HYLS1	HYLS1	1.12E-05	0	2	4	0	1	0	1	10	1	0	1.97E-07	0	0.931121281	0	0.92943575	0	0.926865614	0.843633425													
C2CD4A	C2CD4A	1.01E-05	0	0	2	0	0	0	2	7	0	0	1.79E-07	0	0.931124951	0	0.929679076	0	0.928714454	1													
ZNF83	ZNF83	1.77E-05	0	0	3	3	3	0	4	6	9	7	2.68E-07	0	0.93112862	0	0.928450377	0	0.915784562	0.916573504													
POF1B	POF1B	1.98E-05	0	0	0	0	0	0	0	4	0	0	3.97E-07	0	0.93113229	0	0.926187718	0	0.936996093	0.939720299													
SLC35D3	SLC35D3	2.42E-05	0	0	1	0	0	0	1	9	2	3	1.82E-07	0	0.931135959	0	0.929654115	0	0.913696319	0.932349546													
ETS2	ETS2	2.28E-05	0	0	0	0	0	0	2	5	3	2	2.04E-07	0	0.931139627	0	0.929371018	0	0.938689223	0.931196049													
PAX9	PAX9	2.34E-05	0	0	0	0	0	0	1	11	0	2	1.89E-07	0	0.931143295	0	0.929561235	0	0.938647548	0.931630839													
CNOT2	CNOT2	1.97E-05	0	0	0	0	0	0	0	1	0	0	4.01E-07	0	0.931146963	0	0.926135556	0	0.937010025	0.920535753													
